Company Name,Ticker,Optionable,Market Cap ,Avg Volume,Sector,Industry,Last Close,Beta,52 Week High,52 Week Low
"Preferred Apartment Communities, Inc.",APTS,YES,553.32,302868.91,Finance,REIT and Equity Trust - Residential,14.13,0.29,21.95,13.68
Delphi Automotive PLC,APTV,YES,23005.78,1321748.25,Business Services,Technology Services,86.54,1.49,104.67,76.6
"AmeriGas Partners, L.P.",APU,YES,3964.45,262261.59,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,42.64,0.31,48.22,39.8
Aptevo Therapeutics Inc.,APVO,YES,94.03,190535.95,Medical,Medical - Biomedical and Genetics,4.19,0.68,4.75,1.19
"Aqua Metals, Inc.",AQMS,YES,70.59,416326.31,Business Services,Waste Removal Services,2.46,0.02,17.7,1.59
Antero Resources Corporation,AR,YES,6270.34,2978588.5,Oils-Energy,Oil and Gas - Exploration and Production - United States,19.81,0.81,22.6,17.02
"American Renal Associates Holdings, Inc",ARA,YES,489.21,280810.19,Medical,Medical - Outpatient and Home Healthcare,15.55,1.94,23.52,9.97
Accuray Incorporated,ARAY,YES,430.73,415915.84,Medical,Medical - Instruments,5.05,1.73,5.9,3.9
"ARC Document Solutions, Inc.",ARC,YES,98.68,130360.45,Industrial Products,Commercial Printing,2.18,2.08,4.69,2.08
ArcBest Corporation,ARCB,YES,874.38,270514.31,Transportation,Transportation - Truck,34.1,1.76,38.95,17.25
Ares Capital Corporation,ARCC,YES,6799.47,1490003.63,Finance,Financial - SBIC & Commercial Industry,15.95,0.58,17.6,15.25
Arcos Dorados Holdings Inc.,ARCO,YES,1973.52,472563.09,Retail-Wholesale,Retail - Restaurants,9.35,1.85,10.6,7.45
Alcobra Ltd.,ARCT,YES,54.64,32791.55,Medical,Medical - Biomedical and Genetics,5.11,1.63,11.13,5.11
"ARC Group Worldwide, Inc.",ARCW,YES,43.93,25681.35,Computer and Technology,Wireless Equipment,2.4,3.26,3.85,1.85
Aradigm Corporation,ARDM,YES,23.21,125026.25,Medical,Medical - Drugs,1.53,0.89,7.05,0.8
"Ardelyx, Inc.",ARDX,YES,221.36,351883.44,Medical,Medical - Drugs,4.65,0.79,13.95,4.28
"Alexandria Real Estate Equities, Inc.",ARE,YES,12404.01,503683.66,Finance,REIT and Equity Trust - Other,121.37,0.8,134.03,112.51
Ares Management L.P.,ARES,YES,1841.38,380465.59,Finance,Financial - Investment Management,22.25,1.3,25.25,17.5
Approach Resources Inc.,AREX,YES,259.42,624519.56,Oils-Energy,Oil and Gas - Exploration and Production - United States,2.75,2.76,3.93,2.02
"Argos Therapeutics, Inc.",ARGS,YES,2.25,1159249.88,Medical,Medical - Biomedical and Genetics,0.2843,1.53,10.27,0.28
Apollo Commercial Real Estate Finance,ARI,YES,1907.54,1333978.5,Finance,REIT and Equity Trust,17.75,0.49,19.58,17.7
"American Railcar Industries, Inc.",ARII,YES,720.8,63181.9,Transportation,Transportation - Equipment and Leasing,37.77,2.01,43.43,34.58
"Alliance Resource Partners, L.P.",ARLP,YES,2117.41,253861.95,Oils-Energy,Coal,16.2,0.74,23.1,16.2
Aralez Pharmaceuticals Inc.,ARLZ,YES,89.12,487191.91,Medical,Medical - Drugs,1.33,1.59,2.61,0.98
Aramark,ARMK,YES,9277.68,1291517,Consumer Staples,Food - Miscellaneous,37.74,0.64,45.99,36.28
"Arena Pharmaceuticals, Inc.",ARNA,YES,1870.14,1203888.63,Medical,Medical - Biomedical and Genetics,39.14,1.49,44,11.5
Arconic Inc.,ARNC,YES,10645.13,2899597.5,Basic Materials,Mining - Non Ferrous,22.05,1.13,30.84,21.84
"Archrock, Inc.",AROC,YES,748.51,1335628.75,Oils-Energy,Oil and Gas - Field Services,10.55,2.92,12.8,8.35
Arrow Financial Corporation,AROW,YES,493,16393.7,Finance,Banks - Northeast,35.35,0.57,38.25,30.15
"ArQule, Inc.",ARQL,YES,235.2,1557448,Medical,Medical - Drugs,2.7,0.83,3.18,0.96
"ARMOUR Residential REIT, Inc.",ARR,YES,951.45,361828.41,Finance,REIT and Equity Trust,22.72,0.53,27.48,21.42
ARRIS International plc,ARRS,YES,5099.62,1154760.88,Computer and Technology,Communication - Components,27.53,1.19,29.97,23.17
Array BioPharma Inc.,ARRY,YES,2942.21,2383288.5,Medical,Medical - Biomedical and Genetics,14.17,1.73,18.4,6.96
Artesian Resources Corporation,ARTNA,YES,343.06,10641.8,Utilities,Utility - Water Supply,37.2,0.1,42.66,32.51
Arotech Corporation,ARTX,YES,88.62,103568,Aerospace,Electronics - Military,3.35,1.39,4.3,2.9
"Arrow Electronics, Inc.",ARW,YES,6808.89,483386.09,Computer and Technology,Electronics - Parts Distribution,77.63,1.16,86.94,70.5
"Arrowhead Pharmaceuticals, Inc.",ARWR,YES,594.49,1261995.88,Medical,Medical - Drugs,6.85,2.36,7.64,1.44
Associated Banc-Corp,ASB,YES,4027.32,1388297.25,Finance,Banks - Midwest,26.55,1,26.9,21.25
Ardmore Shipping Corporation,ASC,YES,271.96,193541.45,Transportation,Transportation - Shipping,8.1,0.95,8.95,6.55
"Ascent Capital Group, Inc.",ASCMA,YES,42.59,68394.9,Industrial Products,Security and Safety Services,3.44,1.81,17.27,3.41
"Asta Funding, Inc.",ASFI,YES,23.51,11796.15,Finance,Financial - Consumer Loans,3.55,0.03,11.25,3.3
"On Assignment, Inc.",ASGN,YES,4329.56,300498.91,Computer and Technology,Computers - IT Services,82.98,1.89,85.53,45.12
Ashland Global Holdings Inc.,ASH,YES,4338.59,551520.94,Basic Materials,Chemical - Specialty,69.72,1.15,127.56,60.79
AdvanSix Inc.,ASIX,YES,1155.57,297657.59,Basic Materials,Chemical - Specialty,37.91,1.43,46.27,25.16
"Assembly Biosciences, Inc.",ASMB,YES,895.42,278634.56,Medical,Medical - Generic Drugs,43.83,0.74,64.16,20.35
ASML Holding N.V.,ASML,YES,81768.84,1146813.25,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,191.32,1.17,214.44,127.58
"Ascena Retail Group, Inc.",ASNA,YES,427.7,1462218.38,Retail-Wholesale,Retail - Apparel and Shoes,2.18,1.74,4.05,1.72
Ascendis Pharma A/S,ASND,YES,2540.42,112572.7,Medical,Medical - Biomedical and Genetics,61.18,0.64,68.04,22.54
Altisource Portfolio Solutions S.A.,ASPS,YES,452.39,141878.2,Finance,REIT and Equity Trust,26,1.05,30.77,17.92
"Grupo Aeroportuario del Sureste, S.A. de C.V.",ASR,YES,4897.69,52356.65,Transportation,Transportation - Services,176.78,0.69,228.06,167.07
AmeriServ Financial Inc.,ASRV,YES,73.16,22191,Finance,Banks - Northeast,4.05,0.18,4.35,3.8
"Asterias Biotherapeutics, Inc.",AST,YES,67.75,182380.41,Medical,Medical - Biomedical and Genetics,1.25,1.34,4.05,1.25
"Astec Industries, Inc.",ASTE,YES,1322.04,86688.45,Industrial Products,Manufacturing - Construction and Mining,57.3,1.13,65.33,46.12
Asure Software Inc,ASUR,YES,189.64,178118.59,Computer and Technology,Internet - Delivery Services,15.07,1.23,17.42,10.18
"Amtech Systems, Inc.",ASYS,YES,111.12,124859.25,Computer and Technology,Semiconductor - General,7.46,2.04,15.25,5.36
Atlantic Power Corporation,AT,YES,255.22,555724.19,Utilities,Utility - Electric Power,2.2,1.69,2.6,1.85
"America First Multifamily Investors, L.P.",ATAX,YES,380.35,63652.8,Finance,Financial - Investment Management,6.3,0.35,6.4,5.7
"A10 Networks, Inc.",ATEN,YES,437.95,349161.06,Computer and Technology,Communication - Network Software,6.19,0.75,9.55,5.67
Adtalem Global Education Inc.,ATGE,YES,2911.38,346026.41,Consumer Discretionary,Schools,48.3,0.91,49.9,31.35
Athene Holding Ltd.,ATH,YES,9924.94,1183306.75,Finance,Insurance - Life Insurance,49.65,0.23,55.02,46.67
Autohome Inc.,ATHM,YES,11303.41,641408.88,Computer and Technology,Internet - Services,95.66,2.13,98.77,32.4
"athenahealth, Inc.",ATHN,YES,5744.01,418979.94,Medical,Medical Info Systems,143.25,1.13,155.93,98.01
Allegheny Technologies Incorporated,ATI,YES,3254.62,1625730.63,Basic Materials,Steel - Speciality,25.9,2.39,29.77,14.89
Atkore International Group Inc.,ATKR,YES,1197.08,330539.25,Industrial Products,Wire and Cable Products,18.82,1.62,26.47,15.87
Atlanticus Holdings Corporation,ATLC,YES,32.41,2825.4,Finance,Financial - Miscellaneous Services,2.11,0.24,3.19,1.96
"ATN International, Inc.",ATNI,YES,1058.98,62028.95,Computer and Technology,Wireless National,66.07,0.48,73.13,49.95
"Actinium Pharmaceuticals, Inc.",ATNM,YES,38.94,982052.31,Medical,Medical - Drugs,0.3534,2.12,1.55,0.35
Atmos Energy Corporation,ATO,YES,9365.98,433484.69,Utilities,Utility - Gas Distribution,84.41,0.24,92.29,78.03
"AptarGroup, Inc.",ATR,YES,5860.23,272896.25,Industrial Products,Containers - Paper and Packaging,94.35,0.79,96.13,77.99
"Atara Biotherapeutics, Inc.",ATRA,YES,1558.86,542067.69,Medical,Medical - Biomedical and Genetics,40.15,2.55,48.35,12.3
"AtriCure, Inc.",ATRC,YES,721.53,197963.95,Medical,Medical - Products,20.57,0.26,24.88,15.05
"Antares Pharma, Inc.",ATRS,YES,360.61,1118040.5,Medical,Medical - Dental Supplies,2.3,0.21,3.96,1.63
"Air Transport Services Group, Inc",ATSG,YES,1247.54,503562.31,Transportation,Transportation - Air Freight and Cargo,21.06,1.82,27.07,17.97
Attunity Ltd.,ATTU,YES,162.95,23377.85,Computer and Technology,Internet - Software,7.86,1.47,8.07,6.34
Actuant Corporation,ATU,YES,1434.18,419197,Industrial Products,Manufacturing - Tools & Related Products,23.9,1.52,27.55,22.05
"Activision Blizzard, Inc",ATVI,YES,50244.18,5749539,Consumer Discretionary,Toys - Games - Hobbies,66.23,1.16,78.22,49.87
AudioCodes Ltd.,AUDC,YES,186.98,36388.7,Computer and Technology,Communication - Components,6.74,0.37,8.33,5.98
Golden Minerals Company,AUMN,YES,40.63,117275.1,Basic Materials,Mining - Miscellaneous,0.442,0.19,0.64,0.37
AU Optronics Corp,AUO,YES,3945.94,877613.5,Computer and Technology,Electronics - Miscellaneous Components,4.1,0.82,4.99,3.66
Aurinia Pharmaceuticals Inc,AUPH,YES,458.08,447852.31,Medical,Medical - Drugs,5.45,2.26,7.68,4.53
Autobytel Inc.,AUTO,YES,48.77,98512.2,Auto-Tires-Trucks,Automotive - Domestic,3.73,1.56,14.09,2.94
Yamana Gold Inc.,AUY,YES,2723.22,9808695,Basic Materials,Mining - Gold,2.87,0.86,3.68,2.23
Avista Corporation,AVA,YES,3421.2,333626.81,Utilities,Utility - Electric Power,52.13,0.3,52.74,39.98
"AeroVironment, Inc.",AVAV,YES,1343.76,302017.94,Aerospace,Aerospace - Defense Equipment,56.21,1.24,58.64,28.52
"AvalonBay Communities, Inc.",AVB,YES,22233.38,651936.94,Finance,REIT and Equity Trust - Residential,161,0.36,199.1,153.9
American Vanguard Corporation,AVD,YES,667.4,96337.8,Basic Materials,Chemical - Specialty,22.4,1.19,23.7,15.75
Avadel Pharmaceuticals PLC.,AVDL,YES,280.99,332369.84,Medical,Medical - Drugs,7.01,1.55,11.7,6.76
"AVEO Pharmaceuticals, Inc.",AVEO,YES,303.11,2249347.25,Medical,Medical - Biomedical and Genetics,2.55,1.32,3.99,0.57
Broadcom Limited,AVGO,YES,95890.05,3654337.25,Computer and Technology,Electronics - Semiconductors,233.45,0.92,284.62,217.66
Avianca Holdings S.A.,AVH,YES,703.75,96692.9,Transportation,Transportation - Air Freight and Cargo,8.52,0.69,9.5,6.45
"A V Homes, Inc.",AVHI,YES,419.03,98212.45,Finance,Real Estate - Development,18.75,0.49,20.4,14.75
"Avid Technology, Inc.",AVID,YES,192.88,171814.3,Computer and Technology,Computer - Software,4.65,1.91,7.38,4.04
"Avon Products, Inc.",AVP,YES,1127.36,2891948.75,Consumer Staples,Cosmetics,2.56,1.43,4.85,1.87
"Avnet, Inc.",AVT,YES,4909.36,738190.63,Computer and Technology,Electronics - Parts Distribution,40.93,0.96,44.85,35.93
AVX Corporation,AVX,YES,2841.98,165383.95,Computer and Technology,Electronics - Miscellaneous Components,16.88,0.86,19.64,16.08
Anavex Life Sciences Corp.,AVXL,YES,108.76,301785.59,Medical,Medical - Biomedical and Genetics,2.44,0.88,6.26,2.09
"AveXis, Inc.",AVXS,YES,7728.47,1619891.88,Medical,Medical - Biomedical and Genetics,209.92,2.06,212.39,67.48
Avery Dennison Corporation,AVY,YES,9409.16,690882.88,Industrial Products,Office Supplies,107.01,1.25,122.68,81.69
"Armstrong World Industries, Inc.",AWI,YES,2973.89,315560.91,Construction,Building Products - Miscellaneous,56,1.68,64.15,41.35
American Water Works,AWK,YES,15048.35,931901.69,Utilities,Utility - Water Supply,84.28,0.16,92.25,75.25
American States Water Company,AWR,YES,2060.48,221520.41,Utilities,Utility - Water Supply,56.12,0.38,59.45,43.32
Abraxas Petroleum Corporation,AXAS,YES,479.46,1413108.25,Oils-Energy,Oil and Gas - Exploration and Production - United States,2.89,1.35,2.91,1.51
"Accelerate Diagnostics, Inc.",AXDX,YES,1375.3,163869.3,Medical,Medical - Instruments,24.65,2.13,30.3,18
Anixter International Inc.,AXE,YES,2612.01,118784.85,Computer and Technology,Electronics - Parts Distribution,78.15,2.04,88,63.15
"AxoGen, Inc.",AXGN,YES,1337.48,311428.41,Medical,Medical - Generic Drugs,38.7,0.01,40.65,11.45
"American Axle & Manufacturing Holdings, Inc.",AXL,YES,1735.16,1997995.25,Auto-Tires-Trucks,Automotive - Original Equipment,15.59,1.37,19.59,13.59
American Express Company,AXP,YES,86552.65,4056841.25,Finance,Financial - Miscellaneous Services,100.61,1.14,102.37,76.37
Axis Capital Holdings Limited,AXS,YES,4700.76,1018503.5,Finance,Insurance - Property and Casualty,56.48,0.34,68.08,47.86
Axalta Coating Systems Ltd.,AXTA,YES,7407.24,1791288.75,Basic Materials,Chemical - Specialty,30.37,1.32,37.55,28.08
AXT Inc,AXTI,YES,250.43,355879.16,Computer and Technology,Electronics - Semiconductors,6.35,1.06,10.43,6.1
Atlantica Yield PLC,AY,YES,2038.92,274019.31,Utilities,Utility - Electric Power,20.345,1,23.53,19.2
Acuity Brands Inc,AYI,YES,5430.83,886617.13,Construction,Building Products - Lighting,128.82,1.33,206.68,127.93
Aircastle Limited,AYR,YES,1552.3,341273.81,Transportation,Transportation - Equipment and Leasing,19.73,1.84,24.97,19.21
AstraZeneca PLC,AZN,YES,89968.47,4063932,Medical,Large Cap Pharmaceuticals,35.52,0.62,36.69,28.88
"AutoZone, Inc.",AZO,YES,16336.16,315765.69,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,599.47,0.84,796.95,493.15
"Aspen Technology, Inc.",AZPN,YES,6209.77,366343.41,Computer and Technology,Computer - Software,86.32,1.21,87.92,54.42
AZZ Inc.,AZZ,YES,1191.63,103139.35,Industrial Products,Manufacturing - Electronics,45.9,1.24,61,40.55
"Barnes Group, Inc.",B,YES,3272.32,183941.55,Industrial Products,Manufacturing - General Industrial ,61.47,1.32,72.44,51.43
The Boeing Company,BA,YES,199404.05,4400569,Aerospace,Aerospace - Defense,338.84,1.39,364.64,177.4
BANRO CORPORATION,BAA,YES,11.58,0,Basic Materials,Mining - Gold,0.1055,1.46,1.36,0.1
Alibaba Group Holding Limited,BABA,YES,449661.84,15094712,Retail-Wholesale,Internet - Commerce,175.57,2.52,205.22,113.11
Natus Medical Incorporated,BABY,YES,1193.78,290860.66,Medical,Medical - Instruments,36,0.47,43.1,28.15
Bank of America Corporation,BAC,YES,310588.69,70316176,Finance,Banks - Major Regional,30.32,1.37,32.84,22.23
Booz Allen Hamilton Holding Corporation,BAH,YES,5873.59,631622.69,Business Services,Government Services,40.49,1.26,40.96,31.9
Braskem S.A.,BAK,YES,10902.5,284383.41,Oils-Energy,Oil and Gas - Integrated - International,27.35,1.22,32.56,18.99
Brookfield Asset Management Inc,BAM,YES,36846.04,1082339.25,Finance,Real Estate - Operations,38.5,1.03,44.01,36.22
"Banc of California, Inc.",BANC,YES,965.13,541732.19,Finance,Banks - Southwest,19.05,0.88,23.05,17.15
Banner Corporation,BANR,YES,1820.79,172226,Finance,Financial - Savings and Loan,55.81,0.96,62.21,52.36
Credicorp Ltd.,BAP,YES,18557.2,279276.75,Finance,Banks - Foreign,232.66,0.85,237.12,151.96
"Basic Energy Services, Inc.",BAS,YES,420.55,469542.16,Oils-Energy,Oil and Gas - Field Services,15.92,2.68,30.66,13.28
Liberty Media Corporation,BATRA,YES,232.12,53561.2,Finance,Real Estate - Operations,22.66,1.34,26.25,21.64
Liberty Media Corporation,BATRK,YES,901.32,126801.15,Finance,Real Estate - Operations,22.69,1.23,26.08,21.69
Baxter International Inc.,BAX,YES,36286.52,2894255.75,Medical,Medical - Products,67.18,0.8,72.26,52.88
BlackBerry Limited,BB,YES,5710.85,5645103.5,Computer and Technology,Wireless Non-US ,10.64,1.11,14.4,8.58
Bed Bath & Beyond Inc.,BBBY,YES,2439.04,6724141.5,Retail-Wholesale,Retail - Miscellaneous,17.36,1,39.8,17.14
Banco Bradesco SA,BBD,YES,72377.7,8902005,Finance,Banks - Foreign,9.83,1.84,11.89,7.18
VanEck Vectors Biotech ETF,BBH,YES,425.36,21654.3,Finance,Financial - Investment Funds,116.65,1.25,136.45,114.28
BHP Billiton PLC,BBL,YES,44721.6,1843692.25,Basic Materials,Mining - Miscellaneous,42.35,1.21,45.3,28.94
Black Box Corporation,BBOX,YES,28.01,93457.9,Computer and Technology,Electronics - Miscellaneous Services,1.85,1.1,10.3,1.85
"Bravo Brio Restaurant Group, Inc.",BBRG,YES,61.18,194049.45,Retail-Wholesale,Retail - Restaurants,4,0.69,5.1,1.85
"Barrett Business Services, Inc.",BBSI,YES,639.22,50341.1,Business Services,Outsourcing,87.56,1.2,89.02,48.27
BB&T Corporation,BBT,YES,41661.94,4039167.5,Finance,Banks - Major Regional,53.53,1.04,56.03,41.65
Brookfield Business Partners L.P.,BBU,YES,2361.51,28429,Business Services,Business - Services,35.68,1.71,40.78,25.95
Banco Bilbao Viscaya Argentaria S.A.,BBVA,YES,52664.26,2272311.75,Finance,Banks - Foreign,8.02,1.16,9.54,7.61
"Best Buy Co., Inc.",BBY,YES,21486,2806540.25,Retail-Wholesale,Retail - Consumer Electronics,73.5,0.94,78.06,50.42
Brunswick Corporation,BC,YES,5165,717857.38,Consumer Discretionary,Leisure and Recreation Products,58.99,1.82,63.42,48.63
"BCB Bancorp, Inc. (NJ)",BCBP,YES,238.63,15072.7,Finance,Banks - Northeast,15.85,0.43,15.95,12.3
"Boise Cascade, L.L.C.",BCC,YES,1622.55,332338.84,Construction,Building Products - Wood,42.05,1.98,45.4,26.9
"BCE, Inc.",BCE,YES,37628.04,1130012.5,Utilities,Diversified Communication Services,41.76,0.33,48.91,41.76
"Bonanza Creek Energy, Inc.",BCEI,YES,587.02,194912.34,Oils-Energy,Oil and Gas - Exploration and Production - United States,28.7,1.65,104.49,24
Brainstorm Cell Therapeutics Inc.,BCLI,YES,64.27,54811.8,Medical,Medical - Biomedical and Genetics,3.37,1.87,4.94,2.96
Brink's Company (The),BCO,YES,3831.09,367346.34,Business Services,Outsourcing,75.75,1.76,87.85,56.65
Brightcove Inc.,BCOV,YES,265.87,237905.34,Computer and Technology,Internet - Content,7.6,1.76,8.8,5.85
Balchem Corporation,BCPC,YES,2855.41,93306.45,Basic Materials,Chemical - Specialty,89.13,0.94,89.89,70.84
"BioCryst Pharmaceuticals, Inc.",BCRX,YES,483.64,703065.56,Medical,Medical - Drugs,4.9,2.71,6.83,4.1
Barclays PLC,BCS,YES,52087.14,2955669.25,Finance,Banks - Foreign,12.21,0.81,12.45,9.36
Belden Inc,BDC,YES,2843.31,365787.81,Industrial Products,Wire and Cable Products,67.81,2.35,87,64.55
"Bridge Bancorp, Inc.",BDGE,YES,641.87,50089.5,Finance,Banks - Northeast,32.45,0.68,37.25,29.95
Brandywine Realty Trust,BDN,YES,2742.66,1510620.63,Finance,REIT and Equity Trust - Other,15.37,0.99,18.58,15.32
"BioDelivery Sciences International, Inc.",BDSI,YES,127.13,241516.09,Medical,Medical - Biomedical and Genetics,2.175,0.44,3.5,1.6
"Becton, Dickinson and Company",BDX,YES,62039.83,1107468.63,Medical,Medical - Dental Supplies,233.02,1.15,246.28,177.07
"BioTelemetry, Inc.",BEAT,YES,1099.6,253611.75,Medical,Medical Services,33.6,0.86,38.45,24.15
"Beacon Roofing Supply, Inc.",BECN,YES,3415.52,526347.94,Retail-Wholesale,Building Products - Retail,50.22,1.39,66.08,39.64
Belmond Ltd.,BEL,YES,1126.34,365686.69,Consumer Discretionary,Hotels and Motels,11,1.29,14.05,10.8
Bel Fuse Inc.,BELFB,YES,243.67,27141.35,Computer and Technology,Electronics - Miscellaneous Products,20.25,0.72,33.25,17.3
"Franklin Resources, Inc.",BEN,YES,18559.31,4035425.25,Finance,Financial - Investment Management,33.64,1.6,47.28,32.48
BPC Acquisition Corp,BERY,YES,7370.82,882185.88,Industrial Products,Containers - Paper and Packaging,56.18,1.05,61.03,49.26
Brown Forman Corporation,BF.A,YES,25510.37,24978.25,Consumer Staples,Beverages - Alcohol,53.1,0.86,55.67,37.55
Brown-Forman Corporation,BF.B,YES,26437.58,826976.63,Consumer Staples,Beverages - Alcohol,55.03,0.85,56.52,37.01
Bright Horizons Family Solutions Inc.,BFAM,YES,5788.67,419801.16,Consumer Discretionary,Schools,98.84,0.07,104.67,74.57
BBVA Banco Frances S.A.,BFR,YES,4071.32,159980.66,Finance,Banks - Foreign,22.75,0.74,26.6,15.3
Bunge Limited,BG,YES,10333,1196909.25,Basic Materials,Agriculture - Products,73.44,1.14,83.22,65.15
General Cable Corporation,BGC,YES,1498.57,740796.5,Industrial Products,Wire and Cable Products,29.6,2.55,30.05,15.45
"BGC Partners, Inc.",BGCP,YES,4186.31,1569979.63,Finance,Financial - Investment Bank,13.67,1.13,16.75,11.07
Briggs & Stratton Corporation,BGG,YES,873.68,184291.91,Industrial Products,Manufacturing - Farm Equipment,20.36,0.67,27.19,20.06
"BeiGene, Ltd.",BGNE,YES,9086.77,334741.25,Medical,Medical - Biomedical and Genetics,169.64,0.23,177.22,36.49
"B&G Foods, Inc.",BGS,YES,1509.53,1172451.13,Consumer Staples,Food - Miscellaneous,22.7,0.27,42.5,22.7
"Blue Hills Bancorp, Inc.",BHBK,YES,556.03,69020.4,Finance,Banks - Northeast,20.7,0.08,22,17.4
"Benchmark Electronics, Inc.",BHE,YES,1481.36,268641.34,Computer and Technology,Electronics - Manufacturing Services,30.4,0.38,35.6,27.6
